lemma	part_of_speech	translations
philadelphia	noun	フィラデルフィア
philemon	noun	ピレモンへの手紙|ピレモン
philip	noun	フィリップ
philippians	noun	ピリピ人への手紙
philippine islands	noun	フィリピン諸島|比島
philippine sea	noun	フィリピン海|比律賓海
philippine cuckoo-dove	noun	フィリピンオナガバト
philippine eagle	noun	フィリピン鷲|猿食鷲
philippines	noun	フィリピン|比律賓
philistine	noun	ペリシテ人|俗っぽい.
phillips head	noun	プラスドライバー|プラスネジ
phillips screwdriver	noun	プラスドライバー
phineas	noun	フィニアス
phinehas	noun	ピネハス
phnom penh	noun	プノンペン
phobos	noun	フォボス|ポボス
phoebe	noun	フィービー|ポイベー|ポイベ
phoebus	noun	ポイボス
phoenicia	noun	フェニキア
phoenician	noun	フェニキア人
phoenix	noun	フェニックス|不死鳥|鳳凰|鳳凰座|火の鳥
phrygian cap	noun	フリジア帽
phuket	noun	プーケット
phú quốc	noun	フークオック島|フーコック島
pi	noun	郫|パイ|円周率
pi day	noun	円周率の日
piauí	noun	ピアウイ
picardy	noun	ピカルディ|ピカルディ地域圏
picasso	noun	ピカソ
pichilemu	noun	ピチレム
piedmont	noun	ピエモンテ|ピエモンテ州
piedmontese	noun	ピエモンテ人|ピエモンテ語
pierre	noun	ピエール
pierrot	noun	ピエロ
pijin	noun	ピジン語
pikachu	noun	ピカチュウ
pilates	noun	ピラティス
pilsen	noun	ピルゼン
pimpri-chinchwad	noun	ピンプリ・チンチワッド
pinggu	noun	平谷
pingliang	noun	平涼
pingluo	noun	平羅
pingshun	noun	平順
pingtung	noun	屏東
pingyang	noun	平陽
pingyao	noun	平遥
pinocchio	noun	ピノキオ|ピノッキオ
pinyin	noun	ピンイン|拼音|ピン音|併音
pippi longstocking	noun	長くつ下のピッピ
pisa	noun	ピサ
pisces	noun	魚座|うお座
pisciotta	noun	ピショッタ
pitcairn islands	noun	ピトケアン諸島
pitjantjatjara	noun	ピチャンチャチャラ語
planck	noun	プランク
planck length	noun	プランク長
planck scale	noun	プランクスケール
planck star	noun	プランク星
planck time	noun	プランク時間
planck's constant	noun	プランク定数
planet x	noun	惑星X
plato	noun	プラトン
playstation	noun	プレイステーション
playboy	noun	プレイボーイ|やりちん|遊び人
playboy bunny	noun	バニーガール
pleiades	noun	プレイアデス|プレアデス星団|昴|スバル
pliny	noun	プリーニウス
plurinational state of bolivia	noun	ボリビア多民族国
plutarch	noun	プルタルコス
pluto	noun	プルートー|冥王星|プルート
plutonian	noun	冥王星人
plutus	noun	プルートス
pluviôse	noun	プリュヴィオーズ|雨月
plymouth	noun	プリマス
pnyx	noun	プニュクス
po	noun	ポー川
po valley	noun	ポー平原
podgorica	noun	ポドゴリツァ
podhale	noun	ポドハレ
pohang	noun	浦項
pointe-à-pitre	noun	ポワンタピートル
poipet	noun	ポイペト
poisson distribution	noun	ポアソン分布
poisson process	noun	ポアソン過程
poitou	noun	ポワトゥー
poitou-charentes	noun	ポワトゥー＝シャラント
pokémon	noun	ポケットモンスター|ポケモン
poland	noun	ポーランド|ポーランド共和国
polaris	noun	北極星
pole	noun	ポーランド人|棒|竿|極
polish	adjective	ポーランド|ポーランド語|研磨剤|つや|光沢|平ら|研ぐ
polish notation	noun	ポーランド記法
polish space	noun	ポーランド空間
polonization	noun	ポーランド化
polotsk	noun	ポラツク
polynesia	noun	ポリネシア
pomeranian	noun	ポメラニアン
pompeii	noun	ポンペイ
poole	noun	プール
popemobile	noun	パパモビル
pori	noun	ポリ
porsche	noun	ポルシェ
port blair	noun	ポートブレア
port louis	noun	ポートルイス|ポール＝ルイ
port moresby	noun	ポートモレスビー
port said	noun	ポートサイド|ポート・サイド|ポート・サイード
port vila	noun	ポートビラ
port of spain	noun	ポートオブスペイン|ポート・オブ・スペイン
port-au-prince	noun	ポルトープランス
portia	noun	ポーシャ
portmore	noun	ポートモア
porto vecchio	noun	ポルト・ヴェッキオ|ポルト＝ヴェッキオ
porto-novo	noun	ポルトノボ
portoferraio	noun	ポルトフェッラーイオ
portsmouth	noun	ポーツマス
portugal	noun	ポルトガル|葡萄牙|葡国
portuguese	adjective	ポルトガル語|ポルトガル|ポルトガル人|葡語
portuguese republic	noun	ポルトガル共和国
portuguese water dog	noun	ポーチュギーズ・ウォーター・ドッグ
portuguese man-of-war	noun	カツオノエボシ|鰹の烏帽子
poseidon	noun	ポセイドーン|ポセイドン
potawatomi	noun	ポタワトミ語
potemkin village	noun	ハリボテ
potsdam	noun	ポツダム
potter	noun	ポッター|陶工
poznan	noun	ポズナニ|ポズナン
prague	noun	プラハ
praia	noun	プライア
prairial	noun	プレリアール|牧月
prancer	noun	プランサー
preeti	noun	プリーティ
presbyterian	adjective	プレスビテリアン|長老派
presbyterianism	noun	長老教|長老派|長老派教会
presley	noun	プレスリー
pretoria	noun	プレトリア
pride	noun	プライド|傲慢|自慢|誇り
primorsky krai	noun	プリモルスキー地方|沿海地方
prince charming	noun	王子様|プリンス・チャーミング
prince edward island	noun	プリンスエドワードアイランド
prince of wales	noun	ウェールズ公|プリンス・オブ・ウェールズ
pringle	noun	プリングルズ
pristina	noun	プリシュティナ
probolinggo	noun	プロボリンゴ
prohibition	noun	禁酒|禁酒令|禁止|差し止め|禁制|禁止法
prometheus	noun	プロメテウス
promised land	noun	約束の地
proterozoic	noun	原生代
protestant	noun	プロテスタント
protestantism	noun	新教|プロテスタンティズム
proto-germanic	noun	ゲルマン祖語
proto-indo-european	noun	インド・ヨーロッパ祖語|印欧祖語
proto-italic	noun	イタリック祖語
proto-japonic	noun	日本祖語|日琉祖語
proto-slavic	noun	スラヴ祖語
proto-tungusic	noun	ツングース祖語
proto-turkic	noun	テュルク祖語
provence	noun	プロヴァンス|プロバンス
provençal	noun	プロヴァンス語
proverbs	noun	箴言|しんげん
providence	noun	プロビデンス|摂理
provo	noun	プロボ|プロヴォ
prussia	noun	プロイセン
prussian blue	adjective	ベレンス|紺青
przewalski's horse	noun	モウコノウマ|蒙古野馬
psaki	noun	サキ
psalms	noun	詩篇|しへん
pskov	noun	プスコフ
psyche	noun	プシューケー|プシケ|精神
ptolemy	noun	プトレマイオス
puck	noun	パック
puducherry	noun	ポンディシェリ
puebla	noun	プエブラ
puerto galera	noun	プエルトガレラ
puerto rican	noun	プエルトリコ人
puerto rico	noun	プエルトリコ
punakha	noun	プナカ
punch	noun	パンチ|殴打|穴|穴開け器|穿孔|穴開け
pune	noun	プネー
punjab	noun	パンジャーブ州|パンジャーブ
punjabi	adjective	パンジャブ|パンジャーブ|パンジャブ語|パンジャーブ語|パンジャブ人|パンジャーブ人
puppis	noun	艫座
pure land	noun	浄土仏教|浄土
purgatory	noun	煉獄
pushkin	noun	プーシキン
puss in boots	noun	長靴をはいた猫
putin	noun	プーチン
putinism	noun	プーチニズム|プーチン主義
putonghua	noun	普通話|北京語
putrajaya	noun	プトラジャヤ
puyuma	noun	プユマ
pyatigorsk	noun	ピャチゴルスク
pyeongchang	noun	平倉洞|平昌|平昌邑|平昌郡
pyongyang	noun	平壌|ピョンヤン
pyrenees	noun	ピレネー山脈
pyrrhic victory	noun	ピュロスの勝利
pyrénées-orientales	noun	東ピレネー県
pythagoras	noun	ピュタゴラス|ピタゴラス
pythagorean theorem	noun	ピタゴラスの定理|三平方の定理
python	noun	Python|パイソン|ニシキヘビ|錦蛇
pyu	noun	ピュー
père david's tit	noun	アカハラガラ
q and a	adjective	Q&A|質疑応答
q fever	noun	Ｑ熱
qanon	noun	Qアノン
qr code	noun	QRコード
qsl card	noun	QSLカード
qantas	noun	カンタス|カンタス航空
qatar	noun	カタール
qidu	noun	七堵|七都
qing	noun	清朝
qing dynasty	noun	清|清朝
qingdao	noun	チンタオ|青島
qinggil	noun	チンギル
qinghai	noun	青海
qingyang	noun	慶陽
qiqihar	noun	チチハル|斉斉哈爾
qitaihe	noun	七台河
qom	noun	ゴム
quaker	noun	クエーカー教徒
quanzhou	noun	泉州|全州
quart	noun	カール|クアール|クォート
quaternary	noun	第四紀
quebec	noun	ケベック|ケベック州
quebec city	noun	ケベック市|ケベック・シティー
quechua	noun	ケチュア語|ケチュア
queensland	noun	クイーンズランド
queenslander	noun	クインズランド人|クインズランド式住宅
quentin	noun	カンタン|クエンティン
quenya	noun	クウェンヤ
queshan	noun	確山
quetta	noun	クエッタ
quezon	noun	ケソン
quezon city	noun	ケソン|ケソンシティ
quiapo	noun	キアポ
quidditch	noun	クィディッチ
quiet revolution	noun	静かなる革命
quirinal hill	noun	クイリナーレの丘
quito	noun	キト
qur'an	noun	クルアーン|コーラン|コラーン
r & b	noun	アールアンドビー
r&d	noun	R&D|研究開発
ram	noun	RAM|雄羊
rcc	noun	赤血球濃厚液
rgb	noun	RGB
rmt	noun	リアルマネートレーディング|リアルマネートレード
rna	noun	RNA
rpg	noun	RPG
rs	noun	RS|ルビサファ
rtfm		マニュアル読め
ra	noun	ラー
rabat	noun	ラバト
rabaul	noun	ラバウル
rabbinic judaism	noun	ラビ・ユダヤ教
rabi i	noun	ラビーア・アル゠アウワル
rabi ii	noun	ラビーア・アッ゠サーニー|ラビーア・アル゠アーヒル
rachel	noun	ラケル
rade	noun	ラデ語
rafah	noun	ラファフ|ラファ
ragnarok	noun	ラグナロク|神々の黄昏
ragusa	noun	ラグーザ
raipur	noun	ラーイプル
rajab	noun	ラジャブ
rajasthan	noun	ラージャスターン
rajasthani	noun	ラージャスターン語
rajkot	noun	ラージコート
ralph	noun	ラルフ
ramadan	noun	ラマダーン|ラマダン
ramah	noun	ラマ
ramallah	noun	ラマッラー|ラーマッラー
ramesses	noun	ラムセス
ranchi	noun	ラーンチー
rangerette	noun	レンジャーレット
raphael	noun	ラファエル
rapture	noun	携挙
rapunzel	noun	ラプンツェル
rasŏn	noun	羅先
ravenclaw	noun	レイブンクロー
ravenna	noun	ラヴェンナ
rawalpindi	noun	ラワルピンディー
raymond	noun	レイモンド|レーモンド
reagan	noun	レーガン
rebecca	noun	レベッカ|リベカ
rebekah	noun	リベカ
received pronunciation	noun	容認発音
recife	noun	レシフェ|レシーフェ
red army	noun	赤軍
red crescent	noun	赤新月
red cross	noun	赤十字|赤十字社
red forest	noun	赤い森
red planet	noun	赤い惑星
red sea	noun	紅海
red square	noun	赤の広場
red star	noun	赤星
reeves' shad	noun	鰣魚
regensburg	noun	レーゲンスブルク
regina	noun	レジーナ
rehoboam	noun	レハブアム
reich	noun	ライヒ|帝国
reichstag	noun	ライヒスターク
reims	noun	ランス
remus	noun	レムス
renaissance	noun	ルネサンス|ルネッサンス|文芸復興|復興、再生
renault	noun	ルノー
republic of albania	noun	アルバニア 共和国
republic of armenia	noun	アルメニア共和国
republic of austria	noun	オーストリア共和国
republic of azerbaijan	noun	アゼルバイジャン共和国
republic of belarus	noun	ベラルーシ共和国
republic of bulgaria	noun	ブルガリア共和国
republic of china	noun	中華民国
republic of colombia	noun	コロンビア共和国
republic of croatia	noun	クロアチア共和国
republic of cuba	noun	キューバ共和国
republic of cyprus	noun	キプロス共和国
republic of côte d'ivoire	noun	コートジボワール共和国
republic of equatorial guinea	noun	赤道ギニア共和国
republic of estonia	noun	エストニア共和国
republic of finland	noun	フィンランド共和国
republic of ghana	noun	ガーナ共和国
republic of guinea-bissau	noun	ギニアビサウ共和国
republic of hungary	noun	ハンガリー共和国
republic of iceland	noun	アイスランド共和国
republic of india	noun	インド共和国
republic of indonesia	noun	インドネシア共和国
republic of iraq	noun	イラク共和国
republic of ireland	noun	アイルランド共和国
republic of kazakhstan	noun	カザフスタン共和国
republic of korea	noun	大韓民国
republic of latvia	noun	ラトビア共和国
republic of letters	noun	文芸共和国
republic of lithuania	noun	リトアニア共和国
republic of macedonia	noun	マケドニア共和国
republic of malta	noun	マルタ共和国
republic of north macedonia	noun	北マケドニア共和国
republic of palau	noun	パラオ共和国
republic of peru	noun	ペルー共和国
republic of poland	noun	ポーランド共和国
republic of serbia	noun	セルビア共和国
republic of singapore	noun	シンガポール共和国
republic of slovenia	noun	スロベニア共和国
republic of south africa	noun	南アフリカ共和国
republic of south sudan	noun	南スーダン共和国
republic of texas	noun	テキサス共和国
republic of turkey	noun	トルコ共和国
republic of türkiye	noun	トルコ共和国
republic of vanuatu	noun	バヌアツ共和国
republic of vietnam	noun	ベトナム共和国
republic of zaire	noun	ザイール共和国
republic of the congo	noun	コンゴ共和国
republic of the philippines	noun	フィリピン共和国
republican	noun	共和党員
republika srpska	noun	スルプスカ共和国
resurrection	noun	再誕|復活|復活蘇生|蘇り
revelation	noun	黙示録|暴露|啓示
reverend	noun	牧師
revised romanization of korean	noun	文化観光部２０００年式
reykjavík	noun	レイキャビク
reynard	noun	ルナール
reynolds	noun	レイノルズ
reynolds number	noun	レイノルズ数
rhea	noun	レア
rhine	noun	ライン川
rhineland	noun	ラインラント
rhineland-palatinate	noun	ラインラント＝プファルツ州
rhode island	noun	ロードアイランド
rhodes	noun	ロードス島|ロードス市
rhodesia	noun	ローデシア
rhone	noun	ローヌ川
riau islands	noun	リアウ諸島
richard	noun	リチャード
richter	noun	リヒター|リクター|リヒテル
richter scale	noun	リヒター・スケール
riemann space	noun	リーマン空間
riemann surface	noun	リーマン面
riemannian geometry	noun	リーマン幾何学
riga	noun	リガ
rigel	noun	リゲル
rijeka	noun	リエカ
ringo	noun	リンゴ
rio grande do norte	noun	リオグランデ・ド・ノルテ
rio grande do sul	noun	リオグランデ・ド・スル
rio de janeiro	noun	リオデジャネイロ|リオ
ripuarian	noun	リプアーリ語
rishi	noun	リシ
rivne	noun	リウネ
riyadh	noun	リヤド
robert	noun	ロバート
roberta	noun	ロバータ
robin	noun	ロビン|ヨーロッパコマドリ
robin hood	noun	ロビン・フッド
roblox	noun	ロブロックス
rochefort	noun	ロシュフォール
rocky mountains	noun	ロッキー山脈
rodinia	noun	ロディニア大陸
rodnovery	noun	ロドノヴェリエ
rodriguez	noun	ロドリゲス
roger	noun	ロジャー|了解|ラジャー
rolls-royce	noun	ロールスロイス
rom	noun	ジプシー|ロマ|ロム
roma	noun	ロマ
roman	adjective	ローマ|ローマ人|ローマ字
roman empire	noun	ローマ帝国
roman numeral	noun	ローマ数字
roman numerals	noun	ローマ数字
roman road	noun	ローマ街道
romance	adjective	ロマンス|ラテン|ロマン|ローマン|恋|恋愛
romance language	noun	ロマンス諸語|ロマンス語
romani	noun	ロマ語|ロマニー語
romania	noun	ルーマニア
romanian	adjective	ルーマニア|ルーマニア語|ルーマニア人
romanization	noun	ラテン文字化|ローマ字|ローマ字化|ローマ字綴り
romanoff	noun	ロマノフ
romans	noun	ローマ人への手紙
romansch	noun	ロマンシュ語
romanticism	noun	ロマン主義|ロマンチシズム
rome	noun	ローマ|羅馬|ローマ帝国
rome wasn't built in a day		ローマは一日にして成らず
romeo	noun	ロミオ|ロメオ
romeo and juliet	noun	ロミオとジュリエット
romney	noun	ロムニー
ronald	noun	ロナルド
rondônia	noun	ロンドニア
rooh afza	noun	ルーアフザ
roosevelt	noun	ルーズベルト|ルーズヴェルト|ローズヴェルト
roquefort	noun	ロックフォール
roquefort-sur-soulzon	noun	ロックフォール＝シュル＝スールゾン
roraima	noun	ロライマ
rosalind	noun	ロザリンド
rose	noun	ローズ|バラ|薔薇|バラの花|バラ色|薔薇色
roseau	noun	ロゾー
rosetta stone	noun	ロゼッタ・ストーン
ross's gull	noun	姫首輪鴎
rossi	noun	ロッシ
rostov	noun	ロストフ
rostov-on-don	noun	ロストフ・ナ・ドヌ
roswell	noun	ロズウェル
rottweiler	noun	ロットワイラー
roubaix	noun	ルーベ
rovaniemi	noun	ロヴァニエミ
roy g. biv	noun	赤橙黄緑青藍紫
royal marines	noun	イギリス海兵隊
rubik's cube	noun	ルービックキューブ
ruby	noun	ルビー|ルビ|振り仮名|紅玉
rudd	noun	ラッド
rudolph the red-nosed reindeer	noun	ルドルフ赤鼻のトナカイ
rudra	noun	ルドラ
ruisui	noun	瑞穂
rumpelstiltskin	noun	ルンペルシュティルツキン
runet	noun	ルネット
rus	noun	ルーシ|ルテニア
ruscism	noun	ラシズム
russia	noun	ロシア|露西亜|露国|魯国|魯西亜
russian	adjective	ロシア|露|ロシア語|ロシア人|露語
russian blue	noun	ロシアンブルー
russian empire	noun	ロシア帝国
russian federation	noun	ロシア連邦
russian manchuria	noun	外満洲
russian orthodox church	noun	ロシア正教会
russian soviet federative socialist republic	noun	ロシア・ソビエト連邦社会主義共和国
russian white house	noun	ベールイ・ドーム
russian doll	noun	マトリョーシカ|マトリョーシカ人形
russian oven	noun	ペチカ|ペーチカ
russian roulette	noun	ロシアンルーレット
russian sturgeon	noun	ロシアのチョウザメ
russianist	noun	ロシア語学者
russification	noun	ロシア化
russki	noun	ロスケ|露助
russo-		ロ|露
russo-japanese	adjective	日ロ|日露
russophilia	noun	親露派
russophobia	noun	反露|反露感情
russophone	noun	ロシア語話者
ruth	noun	ルツ記|ルツ|ルース
ruthenia	noun	ルテニア
rwanda	noun	ルワンダ
ryan	noun	ライアン
ryazan	noun	リャザン
ryugu	noun	リュウグウ
ryukyu	noun	南西諸島|琉球|琉球諸島
ryukyu kingdom	noun	琉球国|琉球王国
ryukyuan	noun	琉球人|琉球民族|琉球語
rzeczpospolita	noun	ジェチュポスポリタ
rzhev	noun	ルジェフ
réunion	noun	レユニオン
rødovre	noun	レズオウア
sars	noun	サーズ
sim card	noun	SIMカード
smersh	noun	スメルシ|スメルシュ
sms	noun	エス・エム・エス|伝言|ＳＭＳ
sql	noun	SQL
swift	noun	国際銀行間金融通信協会|速い|素早い|雨燕|アマツバメ
saar	noun	ザール川
saarbrücken	noun	ザールブリュッケン
saarburg	noun	ザールブルク
sabah	noun	サバ
sabbath	noun	安息日
sabine's gull	noun	首輪鴎
sachertorte	noun	ザッハトルテ|ザッハートルテ
sacramento	noun	サクラメント
sacramento valley	noun	サクラメント平原|桜面都平原
saddam	noun	サッダーム|サッダーム・フセイン
sado	noun	佐渡
sadāparibhūta	noun	常不軽菩薩
safar	noun	サファル
safed	noun	サフェド|ツファット
saga	noun	佐賀市|佐賀県|佐賀
sagittarius	noun	射手座|いて座|人馬宮
sahara	noun	サハラ
sahel	noun	サヘル
sahul	noun	サフル
said	noun	サイード|前記|該
saigon	noun	サイゴン|西貢
saijō	noun	西条
saint	noun	セイント|聖|聖人
saint andrew's cross	noun	聖アンデレ十字
saint barthélemy	noun	サン・バルテルミー|サン・バルテレミー
saint catherine	noun	セント・キャサリン
saint croix	noun	セント・クロイ
saint george	noun	聖ゲオルギオス
saint helena	noun	セントヘレナ
saint kitts and nevis	noun	セントクリストファー・ネイビス|セントキッツ・ネイビス
saint lucia	noun	セントルシア
saint michael	noun	聖ミカエル
saint nicholas	noun	聖ニコラオ
saint petersburg	noun	サンクトペテルブルク
saint pierre and miquelon	noun	サンピエール･ミクロン
saint valentine's day	noun	バレンタイン|バレンタインデー
saint vincent and the grenadines	noun	セントビンセント・グレナディーン|セントヴィンセントおよびグレナディーン諸島
saint-denis	noun	サン＝ドニ
saint-florent	noun	サン・フィオレンツォ|サン＝フロラン
saint-gilles	noun	サン＝ジル
saint-michel-de-chaillol	noun	サン＝ミシェル＝ド＝シャイヨール
saint-pierre	noun	サン・ピエール|サン＝ピエール
saint-pierre-des-corps	noun	サン＝ピエール＝デ＝コール
saint-tropez	noun	サントロペ|サン＝トロペ
saintes	noun	サント諸島
saipan	noun	サイパン|彩帆
saitama	noun	さいたま市|さいたま|埼玉市|埼玉県|埼玉
saka	noun	コータン語|ホータン・サカ語|坂町
sakado	noun	坂戸
sakha	noun	サハ
sakhalin	noun	サハリン|樺太
sakishima	noun	先島
sakra	noun	帝釈天
saku	noun	佐久
sakuragawa	noun	桜川
sakurajima	noun	桜島大根|桜島小みかん|桜島|桜島町
sakyamuni	noun	釈迦|釈迦牟尼
salafism	noun	サラフィズム
salekhard	noun	サレハルド
salerno	noun	サレルノ
salisbury	noun	ソールズベリー
salon-de-provence	noun	サロン＝ド＝プロヴァンス
salt lake city	noun	ソルトレイク・シティ|ソルトレーク・シティ
salt march	noun	塩の行進
saluki	noun	サルーキ
salvador	noun	サルヴァドール
salvation army	noun	救世軍
salzburg	noun	ザルツブルク
salé	noun	サレ
samantabhadra	noun	普賢菩薩
samantha	noun	サマンサ
samar	noun	サマール島
samara	noun	サマーラ|翼果
samaria	noun	サマリア
samarkand	noun	サマルカンド
samhain	noun	サウィン
sami	noun	サーミ人|サーミ|サーミ語
samoa	noun	サモア
samoan	noun	サモア人|サモア語
samogitia	noun	ジェマイティヤ
samoyed	noun	サモイェード|サモエード人|サモエド犬
sampaloc	noun	サンパロック
samson	noun	サムソン
samsun	noun	サムスン
samsung	noun	サムスン|三星
samuel	noun	サムエル|サミュエル|サムエル記
san antonio	noun	サンアントニオ|サン・アントニオ
san diego	noun	サンディエゴ
san francisco	noun	サンフランシスコ|シスコ|桑港
san jose	noun	サンノゼ
san jose del monte	noun	サン・ホセ・デル・モンティ
san josé	noun	サンホセ
san juan	noun	サンフアン
san marino	noun	サン・マリノ|サンマリノ
san pablo tacachico	noun	サン・パブロ・タカチコ
san salvador	noun	サンサルバドル|サン・サルバドール
san sebastián	noun	サン・セバスティアン
sanaa	noun	サヌア|サナア
sancerre	noun	サンセール
sangharama	noun	伽藍
sango	noun	サンゴ語
sanjō	noun	三条
sanmu	noun	山武
sanskrit	noun	サンスクリット|梵語
santa catarina	noun	サンタカタリーナ
santa claus	noun	サンタクロース
santa fe	noun	サンタフェ
santiago	noun	サンティアゴ
santiago de compostela	noun	サンティアゴ・デ・コンポステーラ
santo domingo	noun	サントドミンゴ
santorini	noun	サントリーニ|サントリーニ島
sanya	noun	三亜
sapir-whorf hypothesis	noun	サピア・ウォーフの仮説
sappho	noun	サッポー
sapporo	noun	札幌|札幌市
sarah	noun	サラ
saraiki	noun	サライキ語
sarajevo	noun	サラエボ|サラエヴォ|サライェヴォ
saran wrap	noun	サランラップ
saransk	noun	サランスク
sarasvati	noun	サラスヴァティー|弁才天
saratov	noun	サラトフ
sarawak	noun	サラワク
sardinia	noun	サルデーニャ|サルディニア|サルディーニャ
sardinian	adjective	サルデーニャの|サルデーニャ人|サルディーニャ語|サルデーニャ語
sargasso sea	noun	サルガッソ海
sariputta	noun	舎利弗
sarkozy	noun	サルコジ
sarrebourg	noun	サールブール
sarvanivāraṇaviṣkambhin	noun	除蓋障菩薩
sasha	noun	サシャ
saskatchewan	noun	サスカチュワン|サスカチュワン州
saskatoon	noun	サスカトゥーン
sassarese	noun	サッサリ語
sassari	noun	サッサリ
sat	noun	土|土曜
satan	noun	サタン
satanism	noun	サタニズム|悪魔崇拝|悪魔主義
satanist	noun	サタン主義者|悪魔主義者
sato	noun	佐藤
saturday	noun	土曜日|土曜|どようび
saturn	noun	土星|サターン|サートゥルヌス
saturnian	noun	土星人
saudi arabia	noun	サウジアラビア|サウジ
saul	noun	サウル
sava	noun	サヴァ
savi's warbler	noun	ヌマセンニュウ
savior	noun	救い主|救世主
savoy	noun	サヴォワ
sawndip	noun	古壮字
saxon	adjective	サクソン|サクソン人|サクソン語
saxony	noun	ザクセン|ザクセン州
saxony-anhalt	noun	ザクセン＝アンハルト州
sayyid	noun	サイイド
saïda	noun	サイダ
scandinavia	noun	スカンディナヴィア|スカンジナビア|スカンディナビア
scandinavian peninsula	noun	スカンディナヴィア
schagen	noun	スハーヘン
scheherazade	noun	シェヘラザード
scheldt	noun	スヘルデ川
schengen	noun	シェンゲン
schengen area	noun	シェンゲン圏
schiller	noun	シラー
schleswig-holstein	noun	シュレースヴィヒ＝ホルシュタイン州
schläfli symbol	noun	シュレーフリ記号
scholz	noun	ショルツ
schrödinger's cat	noun	シュレーディンガーの猫
schubert	noun	シューベルト
schumaker	noun	シューマーカー
schutzstaffel	noun	親衛隊
schwartz	noun	シュワルツ
schwarzenegger	noun	シュワルツェネッガー
scientologist	noun	サイエントロジスト
scientology	noun	サイエントロジー
scooby-doo	noun	クルッパー|スクービー・ドゥー
scorpio	noun	天蝎宮
scorpius	noun	蠍座
scot	noun	スコットランド人
scotch	noun	スコッチウィスキー
scotch broom	noun	金雀児|金雀枝
scotland	noun	スコットランド|蘇格蘭
scotland yard	noun	スコットランドヤード
scots	noun	スコットランド語
scotsman	noun	スコットランド人
scottish gaelic	noun	スコットランド・ゲール語
scripture	noun	聖句
scylla	noun	スキュラ|スキュレー
sderot	noun	スデロット|スデロト
sea peoples	noun	海の民
sea of azov	noun	アゾフ海
sea of galilee	noun	ガリラヤ湖
sea of japan	noun	日本海
sea of moscow	noun	モスクワの海
sea of okhotsk	noun	オホーツク海
sealand	noun	シーランド|シーランド公国
seattle	noun	シアトル
sebeolsik	noun	3ボル式
secretary general	noun	事務総長|書記長|総書記
secretary of state	noun	国務長官
sedna	noun	セドナ
sega	noun	セガ
seine	noun	セーヌ川
seine-saint-denis	noun	セーヌ＝サン＝ドニ
sejong	noun	世宗
seki	noun	関
sekigahara	noun	関ケ原
sekigawa	noun	関川
selangor	noun	セランゴール
selena	noun	セレーナ
selene	noun	セレーネー|セレネ
semarang	noun	スマラン
semite	noun	セム|セム族の人
semitic	adjective	セム
senate	noun	上院|元老院|参議院|議会|議院
senboku	noun	泉北
sendai	noun	仙台
sendai river	noun	千代川
senegal	noun	セネガル
senkaku islands	noun	尖閣諸島
sennan	noun	泉南
seogwipo	noun	西帰浦
seongnam	noun	城南
seoul	noun	ソウル
september	noun	九月|長月
septuagint	noun	七十人訳聖書
serb	noun	セルビア人
serbia	noun	セルビア
serbia and montenegro	noun	セルビア・モンテネグロ
serbian	adjective	セルビア|セルビア語|セルビア人
serbo-croatian	adjective	セルビア・クロアチア|セルビア・クロアチア語|セルボ・クロアチア語
seremban	noun	スレンバン
sergey	noun	セルゲイ
sergipe	noun	セルジッペ
sergius	noun	セルゲイ
serhiy	noun	セルゲイ
sermon on the mount	noun	山上の垂訓
set	noun	セト|準備|用意|セット|一式|一揃い|置く
setagaya	noun	世田谷
setebos	noun	セティボス
seto	noun	瀬戸
seto inland sea	noun	瀬戸内海
sevastopol	noun	セヴァストポリ
seven sages	noun	七賢人
seven years' war	noun	七年戦争
seville	noun	セビリア|セビリャ|セビリヤ|セビージャ
sextans	noun	ろくぶんぎ座|六分儀座
seychelles	noun	セーシェル|セイシェル
sfax	noun	スファックス
sha'ban	noun	シャアバーン
shaanxi	noun	陝西
shah alam	noun	シャーアラム
shahmukhi	noun	シャームキー文字
shaitan	noun	シャイターン
shakespeare	noun	シェイクスピア
shakespearean	adjective	シェークスピア
shakespearean sonnet	noun	イギリス風ソネット|シェイクスピア風ソネット
shambhala	noun	シャンバラ
shandong	noun	山東
shangdang	noun	上党
shanghai	noun	上海|シャンハイ
shanghainese	noun	上海人|上海語
shangri-la	noun	シャングリラ
shantou	noun	汕頭
shanxi	noun	山西
shaolin	noun	少林功夫|少林拳
sharjah	noun	シャールジャ
sharon	noun	シャロ平野|シャロン
shatt al-arab	noun	シャットゥルアラブ川
shavian alphabet	noun	ショー文字
shawinigan	noun	シャウィニガン
shawwal	noun	シャウワール
sheba	noun	シバ王
sheffield	noun	シェフィールド
sheila	noun	シイラ|シェイラ
shekhawati	noun	シェカワティ
shennongjia	noun	神農架
shenyang	noun	瀋陽
shenzhen	noun	シンセン|深セン|深圳
sheremetyevo	noun	シェレメーチエヴォ
sherlock holmes	noun	シャーロック・ホームズ|小室泰六
sherlockian	noun	シャーロキアン
sherwood forest	noun	シャーウッドの森
shetland islands	noun	シェトランド諸島
shi'a	noun	シーア派
shiba	noun	芝
shiba inu	noun	柴犬
shibukawa	noun	渋川
shibuya	noun	渋谷|渋谷区
shichahai	noun	什刹海
shiga	noun	滋賀
shih tzu	noun	シーズー
shiite	adjective	シーア|シーイー
shijiazhuang	noun	石家荘
shijingshan	noun	石景山
shikoku	noun	四国
