lemma	part_of_speech	translations
artistry	noun	артисти́зм|худо́жественность
artless	adjective	бесхи́тростный
artwork	noun	иску́сство
arty	adjective	богемный
arugula	noun	ру́ккола
arum	noun	аро́нник
aryballos	noun	ариба́лл
aryk	noun	ары́к
arête	noun	гре́бень
as	adverb	как|так|ас|асс|в то вре́мя как|как то́лько
as a matter of fact		в действи́тельности|вообще́-то|на са́мом де́ле
as a result		в ито́ге|в результа́те
as a rule	adverb	как пра́вило|обы́чно
as a whole		в це́лом
as far as		наско́лько|поско́льку
as far as one knows	adverb	наско́лько мне изве́стно|наско́лько я зна́ю
as far as the eye can see		наско́лько хвата́ет глаз
as follows	adverb	сле́дующим о́бразом
as for		что каса́ется
as fuck	adverb	охуеть как|пиздец как|что пиздец
as good as	adverb	всё равно́ что|почти́|практи́чески|факти́чески
as good as new	adverb	как но́венький|как но́вый
as hell	adverb	черто́вски
as if		бу́дто|ка́к бы|как бу́дто|сло́вно|да коне́чно|е́сли бы
as if nothing had happened	adverb	как ни в чём не быва́ло|хоть бы хны
as is	adjective	как есть|как бы́ло
as it happens	adverb	де́ло в то́м, что|как ра́з|ме́жду про́чим|ока́зывается
as it is	adverb	и та́к
as it stands		так уж получи́лось, что
as it were	adverb	так сказа́ть
as long as		е́сли|е́сли то́лько|в то вре́мя как|до тех по́р пока́|пока́|поку́да
as much as possible	adverb	как мо́жно бо́льше
as of		от|по состоянию на|с|этой даты
as one man	adverb	как оди́н
as per		в соотве́тствии с|согла́сно
as quickly as possible		как мо́жно быстре́е|как мо́жно скоре́е
as regards		каса́тельно|относи́тельно|что каса́ется
as soon as		как то́лько|как только
as soon as possible	adverb	как мо́жно быстре́е|как мо́жно скоре́е
as such		поэ́тому
as the crow flies	adverb	напряму́ю|прямиком|прямой
as the saying goes		как говорится
as they say		как говори́тся
as though		бу́дто|как бу́дто|сло́вно
as to		что каса́ется|по|согла́сно
as usual	adverb	как обы́чно
as well	adverb	и|та́кже|хоть
as well as		а та́кже|заодно́|к тому́ же|кро́ме того́|в [[дополне́ние]] к
as yet	adverb	всё ещё|до сих по́р|к настоя́щему моме́нту|на да́нный моме́нт|пока́|пока́ что
as you know	adverb	как вы зна́ете
as you make your bed, so you must lie in it		как посте́лешь, так и поспи́шь|сам ка́шу завари́л, сам и ку́шай
as you sow, so shall you reap		как ау́кнется, так и откли́кнется|как посе́ешь, так и пожнёшь|кто се́ет ветер, пожнёт бу́рю|что посе́ешь, то и пожнёшь
as you were		вольно|отставить
as you wish		как вам уго́дно|как хоти́те
asana	noun	а́сана|аса́на
asarabacca	noun	копы́тень
asbestos	noun	асбе́ст|асбест
asbestosis	noun	асбесто́з
ascariasis	noun	аскаридоз
ascend	verb	взбира́ться|всходи́ть|поднима́ться
ascendancy	noun	власть|госпо́дство|превосхо́дство
ascent	noun	подъём|восхожде́ние
ascertain	verb	установи́ть|убеди́ться|убежда́ться|удостове́риться|удостоверя́ться|устана́вливать
ascesis	noun	аске́за
ascetic	adjective	аскети́чный|аскетический|аске́т|аскет
ascetically	adverb	аскети́чно
asceticism	noun	аскети́зм|аскетизм
asclepias	noun	ва́точник
ascogenous	adjective	аскогенный
ascomycete	noun	аскомице́т
ascorbic acid	noun	аскорби́новая кислота́|аскорбиновая кислота
ascot tie	noun	пластро́н
ascribe	verb	припи́сывать|приписа́ть
ascription	noun	припи́сывание
ascus	noun	аск|сумка
aseptic	adjective	асепти́ческий|асептический
asexual	adjective	асексуа́льный|беспо́лый|асексуа́л|асексуали́ст
asexuality	noun	асексуа́льность|асексуальность
ash	noun	я́сень|ясень|пе́пел|зола́|пепел
ash tree	noun	я́сень
ashamed	adjective	присты́женный|со́вестно|сты́дно
ashen	adjective	я́сеневый|пе́пельный|пе́пельно-се́рый|се́рый
ashlar	noun	белый камень
ashram	noun	ашра́м
ashtray	noun	пе́пельница|пепельница
ashugh	noun	аши́к|ашу́г
ashy minivet	noun	пе́пельный длиннохво́стый личинкое́д|се́рый личинкое́д
ashy-headed goose	noun	сероголо́вый магелла́нов гу́сь
aside	adverb	в сто́рону|в стороне́|поо́даль
asigmatic	adjective	асигматический
asinine	adjective	глу́пый|деби́льный|осли́ный
ask	verb	спра́шивать|спроси́ть|зада́ть|задава́ть|попроси́ть|проси́ть
ask for	verb	проси́ть|напра́шиваться
ask for it	verb	лезть на рожо́н|напра́шиваться|напроси́ться
ask for the moon	verb	[[проси́ть]] [[доста́ть луну́ с не́ба]]
ask out	verb	приглаша́ть
askance	adverb	неодобри́тельно|подозрение|подозри́тельно|упрёк|и́скоса|ко́со
askant	adjective	косой
asleep	adjective	спать|уснуть|вя́лый|затечь
asocial	adjective	асоциальный
asociality	noun	асоциа́льность
asp	noun	а́списовая гадю́ка|же́рех|жерех
asparagus	noun	спа́ржа|спаржа
aspartic acid	noun	аспараги́новая кислота́|аспарагиновая кислота
aspect	noun	вид|аспе́кт|перспекти́ва
aspect ratio	noun	коэффицие́нт сжа́тия|коэффицие́нт пропорциона́льности
aspectual	adjective	видово́й
aspen	noun	оси́на|осина
aspergillum	noun	кропи́ло|кропило
asperity	noun	жёсткость|суро́вость
aspersion	noun	клевета́|окропле́ние
aspet	noun	аспет
asphalt	noun	асфа́льт|асфальт|асфальтобето́н|асфальти́ровать|заасфальти́ровать
asphalt concrete	noun	асфальтобето́н
asphalt jungle	noun	ка́менные джу́нгли
asphodel	noun	асфоде́ль|златоцве́тник
asphyxia	noun	асфикси́я|уду́шье
asphyxiate	verb	души́ть|задуши́ть|задохну́ться|задыха́ться
aspic	noun	заливно́е|сту́день|холоде́ц
aspidistra	noun	аспиди́стра
aspirate	noun	аспира́ция|придыха́ние|[[придыха́тельный]] [[согла́сный]]|[[придыха́тельный]] звук|аспири́ровать|отса́сывать
aspirated	adjective	аспири́рованный|придыха́тельный
aspirated h	noun	придыха́тельное аш
aspiration	noun	амби́ция|наде́жда|стремле́ние|аспира́ция|придыха́ние
aspirator	noun	[[вытяжно́й]] [[вентиля́тор]]|[[гидростру́йный]] [[насо́с]]|аспира́тор|[[отсасывающий|отса́сывающее]] [[устро́йство]]|отса́сыватель
aspire	verb	стреми́ться
aspirin	noun	аспири́н|аспирин
asplenia	noun	асплени́я
asr	noun	аср
ass	noun	осёл|иша́к|жо́па|зад|за́дница|по́па
ass-backwards	adverb	за́дом наперёд|ра́ком|че́рез жопу|ши́ворот-навы́ворот
ass-kisser	noun	жополи́з
ass-licker	noun	жополи́з|жополи́зка
assail	verb	напа́сть|напада́ть
assailant	noun	агре́ссор|напа́вший|напада́ющий
assassin	noun	ассаси́н|хашаши́н|ки́ллер|наёмный уби́йца|уби́йца
assassin bug	noun	хищне́ц
assassinate	verb	уби́ть|убива́ть
assassination	noun	наёмное уби́йство|уби́йство
assault	noun	нападе́ние|штурм|ата́ка|атакова́ть|напа́сть|напада́ть
assault rifle	noun	автома́т|штурмова́я винто́вка
assay	noun	испыта́ние|о́пыт|про́ба|пыта́ться|определя́ть|проба
assemblage point	noun	[[то́чка]] сбо́рки
assemble	verb	монти́ровать|собира́ть|собра́ть|собира́ться|собра́ться
assembler	noun	ассемблер
assembly	noun	агрега́т|компле́кт|механи́зм|лине́йка|собра́ние|ассамбле́я
assembly language	noun	ассе́мблер|язы́к ассе́мблера
assembly line	noun	конве́йер|ли́ния сбо́рки|сбо́рочная ли́ния
assent	noun	одобре́ние|согла́сие|утвержде́ние|одобря́ть|соглаша́ться
assert	verb	отста́ивать|отстоя́ть|утверди́ть|утвержда́ть
assertion	noun	утвержде́ние
assertive	adjective	напо́ристый|самоуве́ренный|утверди́тельный
assertiveness	noun	уверенность в себе
assess	verb	[[облага́ть]] ([[налог|нало́гом]])|облага́ть|обложи́ть|определи́ть|определя́ть|оце́нивать
assessment	noun	оце́нка налогообложе́ния|оце́нивание|оце́нка
asset	noun	акти́в|авуа́ры|акти́вы|иму́щество|со́бственность
assets	noun	актив
assfuck	noun	говню́к|жо́почник|пи́дор|[[вы́ебать]] в [[жопа|жо́пу]]|[[еба́ть]] в [[жопа|жо́пу]]|содомизи́ровать
asshole	noun	жо́па|очко́|сра́ка|гад|говню́к|жо́пошник
assibilation	noun	ассибиля́ция
assiduous	adjective	приле́жный|стара́тельный|усе́рдный
assign	verb	назна́чить|назнача́ть|определи́ть|определя́ть
assignee	noun	цессионе́р|дове́ренный|пове́ренный
assignment	noun	назначе́ние|распределе́ние|категориза́ция|классифика́ция|зада́ние|зада́ча
assimilate	verb	усва́ивать|усво́ить|ассимили́ровать
assimilation	noun	ассимиля́ция|усвое́ние|ассимиляция
assist	noun	голево́й пас|результати́вная переда́ча|ассисти́ровать|помо́чь|помога́ть|посоде́йствовать
assistance	noun	по́мощь|подде́ржка|соде́йствие
assistant	adjective	вспомога́тельный|ассисте́нт|ассисте́нтка|помо́щник|помо́щница
assize	noun	[[судебный|суде́бное]] [[разбира́тельство]]
associate	adjective	свя́занный|партнёрша|колле́га|компаньо́н|напа́рник|напа́рница|соединя́ться
association	noun	объедине́ние|соедине́ние|ассоциация|ассоциа́ция|соо́бщество|сою́з
association football	noun	футбо́л
associational	adjective	ассоциати́вный
associative	adjective	ассоциати́вный|ассоциативный
associative array	noun	слова́рь
assonance	noun	ассона́нс
assort	verb	группировать|классифици́ровать|подбира́ть|сортировать|гармони́ровать|подходи́ть
assortative mating	noun	ассортативное скрещивание|ассортативное спаривание
assortment	noun	ассортиме́нт|колле́кция|набо́р
assuage	verb	смягча́ть|уменьша́ть|успока́ивать|успоко́ить
assume	verb	допуска́ть|допусти́ть|предполага́ть|предположи́ть|занима́ть|заня́ть
assumption	noun	приня́тие на себя́|предположе́ние|посы́лка|Успение Богородицы
assurance	noun	завере́ние|увере́ние
assure	verb	обеспе́чивать|обеспе́чить|обнадёживать|обнадёжить|заве́рить|заверя́ть
astatine	noun	аста́т|астати́н
astaxanthin	noun	астаксанти́н
aster	noun	а́стра|астра
asteraceous	adjective	а́стровый
asterisk	noun	звезди́ца|звёздочка|астери́ск
asterism	noun	астери́зм|три звёздочки
asteroid	noun	астеро́ид|ма́лая плане́та|астероид
asteroid belt	noun	по́яс астеро́идов
asteronym	noun	астроним
asthenia	noun	астени́я|бесси́лие|сла́бость
asthenosphere	noun	астеносфе́ра|астеносфера
asthma	noun	а́стма|астма
asthmatic	adjective	астмати́ческий|астма́тик|астматик
astigmatism	noun	астигмати́зм|астигматизм
astilbe	noun	асти́льба|асти́льбе
astonish	verb	изуми́ть|изумля́ть|удиви́ть|удивля́ть
astonished	adjective	изумлённый|поражённый|удивлённый
astonishing	adjective	изуми́тельный|удиви́тельный
astonishment	noun	изумле́ние|удивле́ние
astound	verb	изуми́ть|изумля́ть|поража́ть|порази́ть|удиви́ть|удивля́ть
astounded	adjective	изумлённый|поражённый|удивлённый
astral	adjective	звёздный|астра́льный
astral body	noun	астра́льное те́ло
astray	adverb	заблудиться|сби́вшись с пути́
astride	adverb	верхо́м|на
astringent	adjective	вя́жущий|кровоостана́вливающий|вя́жущее сре́дство
astro-		астро-
astrobiology	noun	астробиоло́гия
astrobleme	noun	астробле́ма
astrocentric	adjective	астроцентрический
astrochemist	noun	астрохи́мик
astrocyte	noun	астроци́т
astrocytoma	noun	астроцито́ма
astrognosy	noun	астрогнозия
astroid	noun	астро́ида
astrolabe	noun	астроля́бия|астролябия
astrolatry	noun	астролатрия
astrologer	noun	астро́лог|звездочёт|астролог
astrological	adjective	астрологи́ческий|астрологический
astrological sign	noun	зна́к|зна́к зодиа́ка
astrology	noun	астроло́гия|астрология
astronaut	noun	астрона́вт|астрона́втка|космона́вт|космона́втка
astronautics	noun	астрона́втика|космона́втика
astronomer	noun	астроно́м|астроном
astronomical	adjective	астрономи́ческий|астрономический
astronomical unit	noun	астрономи́ческая едини́ца|астрономическая единица
astronomically	adverb	астрономически
astronomy	noun	астроно́мия|астрономия
astrophotography	noun	а́строфотогра́фия
astrophysically	adverb	астрофизи́чески
astrophysicist	noun	астрофи́зик|астрофизик
astrophysics	noun	астрофи́зика|астрофизика
astroscope	noun	астроско́п
astrotourism	noun	астротури́зм
astute	adjective	проница́тельный|сообрази́тельный|хи́трый
astuteness	noun	проница́тельность|кова́рство
asunder	adverb	врозь|на куски́|на ча́сти
asylum	noun	убе́жище|прибе́жище|приста́нище|прию́т|[[психиатрический|психиатри́ческая]] [[больни́ца]]|[[психиатрический|психиатри́ческая]] [[лече́бница]]
asylum seeker	noun	[[лицо́]], [[ищущий|ищу́щее]] [[убе́жище]]|[[соиска́тель]] [[убежище|убе́жища]]|[[соиска́тельница]] [[убежище|убе́жища]]|бе́женец|бе́женка
asymmetric warfare	noun	асимметри́чная война́
asymmetrical	adjective	несимметри́чный
asymmetry	noun	асимметри́я
asymptomatic	adjective	бессимпто́мный|бессимптомный
asymptote	noun	асимпто́та|асимптота
asymptotic	adjective	асимптоти́ческий
asynchronous	adjective	асинхро́нный|несинхро́нный|несинхронизи́рованный
asynchronously	adverb	асинхро́нно|несинхро́нно|несинхронизи́рованно
asynergia	noun	асинергия
asystole	noun	асистоли́я
at		у|на|в|во́зле|по
at a glance		на пе́рвый взгля́д|с пе́рвого взгля́да|сра́зу
at a loss		в убы́ток|убыток|замешательство|затруднение|недоумение|расте́рянный
at all	adverb	во́все|вообще́|совсе́м
at all costs	adverb	во что́ бы то ни ста́ло|любо́й цено́й
at best		в лу́чшем слу́чае
at death's door		на краю́ гро́ба|на сме́ртном одре́|одно́й ного́й в моги́ле|при́ сме́рти
at ease		непринуждённый|рассла́бленный|споко́йный|вольно|вольно!
at first		понача́лу|пре́жде|снача́ла|сперва́
at first blush		на пе́рвый взгляд
at first glance		на пе́рвый взгляд
at gunpoint		под дулом автомата|под дулом пистолета
at hand		под руко́й
at home		до́ма|дома|как до́ма
at it		за [[это|э́тим]]|при [[это|э́том]]
at large		на [[свобода|свобо́де]]|на во́ле|в о́бщем|в о́бщем и це́лом
at last		наконе́ц|наконе́ц-то|в конце концов|напосле́док
at least		по ме́ньшей ме́ре|как ми́нимум|по кра́йней ме́ре|хотя́ бы|в любо́м слу́чае|по крайней мере
at length		без [[сокращение|сокраще́ний]]|во всех [[подробность|подро́бностях]]|дета́льно|многосло́вно|обстоя́тельно|по́лностью
at loggerheads		в ссо́ре|как ко́шка с соба́кой|на ножа́х|несогла́сный
at most		[[самый|са́мое]] [[больший|бо́льшее]]|ма́ксимум|не [[бо́лее]]|не [[бо́льше]] чем
at night		но́чью
at odds		не в лада́х
at once	adverb	вме́сте|одновре́менно|одновреме́нно|неме́дленно|сейча́с же|сра́зу
at one		единение|согласие
at one stroke		одни́м ма́хом
at one's fingertips		знать на зубок|знать на ять|отскакивать от зубов
at one's own risk		на свой страх и риск
at places		места́ми
at present		теперь
at sign	noun	[[коммерческий|комме́рческое]] «at»|лягу́шка|соба́ка|соба́чка|эт
at sixes and sevens		беспорядок|вверх дном
at stake		на кону́|на ка́рте
at that		к тому́ же|при э́том
at the drop of a hat		в мгнове́ние о́ка|за́просто|ми́гом|ту́т же
at the end of one's tether		на грани срыва
at the end of the day		в конце́ концо́в
at the hands of		от рук
at the latest		не позднее чем
at the moment		в да́нный моме́нт
at the ready		нагото́ве
at the same time	adverb	в то́ же вре́мя|в то́ же са́мое вре́мя|одновреме́нно
at the top of one's lungs		во всё го́рло
at the top of one's voice		во всё го́рло
at times		времена́ми|иногда́|подча́с
at work		на [[работа|рабо́те]]|за [[работа|рабо́той]]|в [[действие|де́йствии]]
at worst		в ху́дшем слу́чае
at your service		к ва́шим услу́гам
ataman	noun	атама́н
ataraxia	noun	атара́ксия
atavism	noun	атави́зм
atavistic	adjective	атависти́ческий
ataxia	noun	атакси́я|атаксия
ateji	noun	атэ́дзи
atelier	noun	ателье́|мастерска́я|сту́дия
atemoya	noun	атемойя
atheism	noun	атеи́зм|безбо́жие|атеизм
atheist	noun	неве́рующая|неве́рующий|атеи́ст|атеи́стка|безбо́жник|безбо́жница
atheistic	adjective	атеисти́ческий|безбо́жный
athematic	adjective	атемати́ческий
atheophobia	noun	атеофо́бия
atheroma	noun	атеро́ма|бля́шка
atherosclerosis	noun	атеросклероз
atherosclerotic	adjective	атеросклероти́ческий
athlete	noun	легкоатле́т|легкоатле́тка|атле́т|атле́тка|спортсме́н|спортсме́нка
athlete's foot	noun	грибо́к стопы́|эпидермофити́я стопы́
athletic	adjective	атлети́ческий|спорти́вный|атлети́чный|богаты́рский
athletics	noun	атле́тика
athwart	adverb	поперёк|че́рез|напереко́р
atmosphere	noun	атмосфе́ра|настро́й|настрое́ние|атмосфера|во́здух|микроклимат
atmospheric	adjective	атмосфе́рный
atmospheric pressure	noun	атмосфе́рное давле́ние|атмосферное давление
atoll	noun	ато́лл|атолл
atoll fruit dove	noun	Туамо́тусский пёстрый го́лубь|ато́лловый пёстрый го́лубь
atom	noun	атом|а́том
atomgrad	noun	атомгра́д
atomic	adjective	а́томный|атомный|атомарный
atomic bomb	noun	а́томная бо́мба
atomic clock	noun	а́томные часы́|атомные часы
atomic mass	noun	а́томная ма́сса|атомная масса
atomic nucleus	noun	а́томное ядро́|атомное ядро
atomic number	noun	а́томное число́|а́томный но́мер|заря́довое число́|поря́дковый но́мер
atomic physics	noun	а́томная фи́зика|атомная физика
atomic weight	noun	атомный вес|атомная масса
atomism	noun	атоми́зм|атомизм
atomizer	noun	пульвериза́тор|спрей
atomoxetine	noun	атомоксети́н
atonal	adjective	атона́льный|бесто́новый
atone	verb	возмеща́ть|компенси́ровать|искупа́ть
atonement	noun	примире́ние|искупле́ние|распла́та
atony	noun	атония
atop		наверху
atrium	noun	а́трий|а́триум|предсе́рдие|атриум
atrocious	adjective	жесто́кий|зве́рский|гну́сный|ужа́сный|омерзи́тельный|отврати́тельный
atrocity	noun	жесто́кость|зве́рство|злодея́ние
atrophied	adjective	атрофи́рованный
atrophy	noun	атрофи́я|атрофия|атрофи́роваться|атрофи́ровать
atropine	noun	атропи́н|атропин
attaboy		краса́вчик|молоде́ц|молодчи́на
attach	verb	прикрепи́ть|прикрепля́ть|заде́рживать|задержа́ть
attachment	noun	приложе́ние|ве́рность|вложе́ние|привя́занность|пре́данность|крепле́ние
attaché	noun	атташе́|атташе
attack	noun	нападе́ние|ата́ка|наступле́ние|штурм|уда́р|при́ступ|атакова́ть
attack aircraft	noun	штурмови́к
attack helicopter	noun	боево́й вертолёт|уда́рный вертолёт
attack is the best form of defence		лу́чшая защи́та - нападе́ние
attacker	noun	напада́ющий|атаку́ющий
attagirl		молоде́ц
attain	verb	доби́ться|добива́ться|дости́гнуть|дости́чь|достига́ть
attainable	adjective	достижи́мая|достижи́мое|достижи́мый
attainment	noun	достиже́ние|приобрете́ние
attar	noun	аттар|иттар
attempt	noun	попы́тка|о́пыт|про́ба|покуше́ние|попро́бовать|про́бовать
attend	verb	посети́ть|посеща́ть|прису́тствовать|ходи́ть|занима́ться|заня́ться
attendance	noun	посеща́емость|посеще́ние|прису́тствие
attendant	adjective	свя́занный|сопровожда́ющий|сопу́тствующий|слу́жащая|слу́жащий|служи́тель
attendee	noun	уча́стник|уча́стница
attention	noun	сми́рно|внима́ние|внимание|внима́тельность|уха́живания|[[сто́йка]] «[[сми́рно]]»
attention deficit hyperactivity disorder	noun	СДВГ|синдро́м дефици́та внима́ния и гиперакти́вности
attentive	adjective	внима́тельный|внимательный
attentively	adverb	внима́тельно
attentiveness	noun	внима́тельность
attenuate	verb	ослабля́ть
attenuation	noun	ослабле́ние|аттенюа́ция|затуха́ние
attest	verb	подтвержда́ть
attestation	noun	засвиде́тельствование|подтвержде́ние|аттеста́ция
attire	noun	облаче́ние|оде́жда|одея́ние|фо́рма одежды|одева́ть|одева́ться
attitude	noun	оса́нка|по́за|пози́ция|отноше́ние|отношение
atto-		атто-
attometre	noun	атто́метр
attorney	noun	адвока́т|юри́ст|юри́стка|пове́ренный|поверенный|представи́тель
attorney general	noun	[[мини́стр]] [[юстиция|юсти́ции]]|генера́льный прокуро́р|генпрокуро́р
attorney-client privilege	noun	адвока́тская та́йна
attract	verb	привле́чь|привлека́ть|притя́гивать|притяну́ть
attraction	noun	привлека́тельность|достопримечательность|аттракцио́н|влече́ние
attractive	adjective	притяга́тельный|привлека́тельный|симпати́чный
attractiveness	noun	привлека́тельность
attribute	noun	атрибу́т|ка́чество|сво́йство|характе́рная черта́|черта́|определе́ние|относи́ть
attributive	adjective	атрибути́вный|определи́тельный|атрибути́в|определе́ние
attributive noun	noun	атрибути́вное существи́тельное|определи́тельное существи́тельное
attrition	noun	истира́ние|стира́ние|тре́ние|у́быль персона́ла
atypical	adjective	нетипи́чный
au contraire	adverb	наоборо́т
au pair	noun	[[помо́щница]] по [[хозяйство|хозя́йству]]|ня́ня|о-пе́р|о-пэ́р
aubade	noun	альборада|обада
aubergine	noun	баклажа́новый|тёмнофиолетовый
auburn	adjective	кра́сно-кори́чневый|тёмно-ры́жий
auction	noun	аукцио́н|аукцион|[[продава́ть]] с [[аукцио́на]]|продава́ть с молотка́
auctioneer	noun	аукциони́ст|аукциони́стка
aucuba	noun	ауку́ба
audacious	adjective	отва́жный|сме́лый|де́рзкий|на́глый|наха́льный
audacity	noun	де́рзость|сме́лость|бесстра́шие
audibility	noun	слы́шимость
audible	adjective	слы́шимый|слы́шный
audibly	adverb	вня́тно|вслух|гро́мко
audience	noun	зритель|аудито́рия|пу́блика|аудие́нция|аудиенция|читатель
audio	adjective	а́удио-|звуково́й
audio cassette	noun	аудиокассе́та|магнитофо́нная кассе́та
audio-		а́удио-|звуко-
audiobook	noun	аудио-кни́га|аудиобу́к|аудиокни́га
audiologist	noun	аудио́лог
audiology	noun	аудиоло́гия
audiometer	noun	аудио́метр
audiophile	noun	аудиофи́л
audiotape	noun	[[ле́нта]] [[звукозапись|звукоза́писи]]|аудиоплёнка|[[запи́сывать]] на плёнку|[[записа́ть]] на плёнку
audiovisual	adjective	аудиовизуа́льный|аудиовизуальный
audit	noun	ауди́т|реви́зия|прове́рка|инспе́кция
audition	noun	про́ба|прослу́шивание|слух
auditor	noun	ауди́тор|инспе́ктор|контролёр|ревизо́р
auditorium	noun	аудито́рия|зал|зри́тельный зал
auditory	adjective	слухово́й
augend	noun	пе́рвое слага́емое|слага́емое
auger	noun	бур|бура́в|сверло́
aught	noun	ноль|нуль
augite	noun	авги́т
augment	verb	допо́лнить|дополня́ть|увели́чивать|увели́чить|увели́чиваться|увели́читься
augmentative	adjective	увели́чивающийся|аугментати́в|увеличи́тельный су́ффикс
augmented reality	noun	допо́лненная реа́льность
augur	noun	авгу́р|прорица́тель|авгур|предвеща́ть|предска́зывать
auk	noun	гага́рка
auklet	noun	коню́га
aul	noun	ау́л
aulos	noun	авло́с
aunt	noun	тётя|тётка|тётушка
aunt-in-law	noun	тётя
auntie	noun	тётенька|тётушка|тётя
aura	noun	а́ура|атмосфе́ра
aural	adjective	ушно́й|звуково́й|слухово́й
aurally	adverb	на слух
aureola	noun	а́ура|нимб|орео́л
aureole	noun	нимб|орео́л
auricular	adjective	слухово́й|ушно́й
aurochs	noun	тур
auscultate	verb	выслу́шивать|прослу́шивать|слу́шать
auscultation	noun	аускульта́ция|выслу́шивание
auspice	noun	покрови́тельство|проте́кция|предзнаменова́ние
auspices	noun	эги́да
auspicious	adjective	благоприя́тный
auspiciously	adverb	благополу́чно|благоприя́тно
austere	adjective	стро́гий|суро́вый|аскети́чный|просто́й
austerity	noun	стро́гость|суро́вость|сдерживающая фискальная политика
austral	adjective	ю́жный|аустра́ль
australopith	noun	австралопите́к
autarchy	noun	автарки́я|автокра́тия
autarkic	adjective	самодоста́точный
autarky	noun	авта́рки́я
autecological	adjective	аутэкологи́ческий
auteur	noun	авто́р
authentic	adjective	аутенти́чный|достове́рный|по́длинный
authentication	noun	аутентифика́ция|идентифика́ция
authenticity	noun	аутенти́чность|достове́рность|по́длинность
author	noun	а́втор|созда́тель|творе́ц
authoress	noun	писа́тельница
authorial intent	noun	а́вторский за́мысел
authoritarian	adjective	авторита́рный|авторитарный
authoritarianism	noun	авторитари́зм|авторитаризм
authoritative	adjective	официа́льный|авторите́тный|достове́рный|вла́стный|повели́тельный
authority	noun	власть|вла́сти|авторитет|авторите́т|администра́ция|управле́ние
authorization	noun	авториза́ция|разреше́ние|уполномо́чивание|о́рдер|одобре́ние|полномо́чие
authorize	verb	уполномо́чивать|авторизо́вывать|авторизова́ть|одо́брить|одобря́ть|уполномо́чить
authorship	noun	а́вторство|авторство
autism	noun	аути́зм|аутизм
autism spectrum disorder	noun	расстро́йство аутисти́ческого спе́ктра
autist	noun	аути́ст
autistic	adjective	аутисти́ческий|аутисти́чный|аути́ст
auto da fe	noun	аутодафе́
auto racing	noun	автого́нки|автомоби́льные го́нки
auto rickshaw	noun	автори́кша|мотори́кша
auto transport truck	noun	автовоз|автомобилевоз
auto-		авто-|само-|себе-
autobiographical	adjective	автобиографи́ческий
autobiographicalness	noun	автобиографи́чность
autobiography	noun	автобиогра́фия|автобиография
autobus	noun	авто́бус
autocannibalism	noun	автоканнибали́зм|самопоеда́ние
autocannon	noun	автомати́ческая пу́шка
autocephalous	adjective	автокефа́льный|автокефальный
autocephaly	noun	автокефа́лия|автокефалия
autochory	noun	автохо́рия
autochthon	noun	автохто́н
autochthonous	adjective	автохто́нный|аутохто́нный|коренно́й|ме́стный
autoclave	noun	автокла́в|автоклав
autocomplete	noun	автодополнение
autocorrect	noun	автоисправление
autocorrelation	noun	автокорреляция
autocracy	noun	автокра́тия|самовла́стие|самодержа́вие
autocrat	noun	автокра́т|самоде́ржец|самодержа́вец
autocratic	adjective	автократи́ческий|самодержа́вный
autodidact	noun	автодида́кт|самоу́чка
autodidacticism	noun	автодида́ктика|самообуче́ние
autodrome	noun	автодро́м
autoencoder	noun	а̀втокодиро́вщик
autoerotism	noun	аутоэроти́зм
autofellatio	noun	аутофелля́ция|самоотсос
autogamy	noun	автога́мия|автогамия
autoglossonym	noun	[[са̀моназва́ние]] [[язык|языка́]]
autograft	noun	аутотрансплантат
autograph	noun	авто́граф|автограф
autogynephilia	noun	аутогинефилия
autogyro	noun	автожи́р
autoignition temperature	noun	температура самовоспламенения
autoimmune	adjective	аутоиммунный
autoimmunity	noun	аутоиммунность
automagical	adjective	автомаги́ческий
automate	verb	автоматизи́ровать
automated	adjective	автоматизи́рованный
automated machine learning	noun	автоматическое машинное обучение
automated teller machine	noun	банкома́т
automatic	adjective	автомати́ческий|автоматический|машина́льный|механи́ческий|нево́льный|автома́т
automatic door	noun	[[автомати́ческая]] дверь
automatic transmission	noun	АКПП|автомати́ческая коро́бка переключе́ния переда́ч|автомати́ческая трансми́ссия
automatically	adverb	автомати́чески
automation	noun	автоматиза́ция|автоматизация
automatism	noun	автомати́зм|автоматизм
automaton	noun	автома́т|автомат
automobile	noun	авто́|автомаши́на|автомоби́ль|маши́на|мото́р|та́чка
automorphic	adjective	автомо́рфный
automorphic number	noun	автомо́рфное число́
automorphism	noun	автоморфи́зм
automotive	adjective	самохо́дный|авто-|автомоби́льный
automotive industry	noun	[[автомоби́льная]] [[промы́шленность]]|автомобилестрое́ние|автопро́м
autonomous	adjective	автоно́мный|самостоя́тельный
autonomous oblast	noun	АО́|автоно́мная о́бласть
autonomous okrug	noun	автоно́мный о́круг
autonomous sensory meridian response	noun	автономная сенсорная меридиональная реакция
autonomous vehicle	noun	беспилотный автомобиль
autonomy	noun	автоно́мия|незави́симость|самоуправле́ние|автономия|самостоя́тельность
autopatrolled	adjective	автопатрулируемый
autophagy	noun	аутофа́гия|аутофагия
autopilot	noun	автопило́т
autopsy	noun	аутопси́я|вскры́тие|аутопсия|вскрыва́ть|вскрыть
autorickshaw	noun	автори́кша|мотори́кша
autosexuality	noun	аутосексуальность
autotimer	noun	автота́ймер
autotomy	noun	автотоми́я|аутотоми́я
